politician,BioGuideID,disclosure_date,TransactionDate,ticker,action,Range,chamber,amount,party,last_modified,TickerType,Description,ExcessReturn,PriceChange,SPYChange
John Hickenlooper,H000273,2025-05-26,2025-05-09,LBRDK,SELL,"$250,001 - $500,000",Senate,250001.0,D,2025-05-27,Stock,,-69.257663446238,-48.3919543938905,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-05-09,LBRDK,BUY,"$250,001 - $500,000",Senate,250001.0,D,2025-05-27,Stock,,-69.257663446238,-48.3919543938905,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-05-09,FWONK,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-05-27,Stock,,-22.5124470426978,-1.64673799035033,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-05-09,FWONK,SELL,"$250,001 - $500,000",Senate,250001.0,D,2025-05-27,Stock,,-22.5124470426978,-1.64673799035033,20.8657090523474
John Hickenlooper,H000273,2025-05-26,2025-04-25,SIRI,SELL,"$50,001 - $100,000",Senate,50001.0,D,2025-05-27,Stock,,-23.4912516259432,0.369173973234879,23.860425599178
Tommy Tuberville,T000278,2025-05-15,2025-04-15,ADM,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,3.38465608137632,30.2583025830258,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,MSFT,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-2.81536739450203,24.0582791071475,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,BMY,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-16,Stock,,-22.0536465016495,4.81999999999999,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,GS,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,47.9594866571054,74.8331331587549,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,USIG,BUY,"$50,001 - $100,000",Senate,50001.0,R,2025-05-16,Stock,,-23.765457619402,3.10818888224746,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,MA,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-16.3301388283726,10.5435076732769,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,DUK,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-31.1810579050855,-4.30741140343597,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,LLY,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,8.82856433329068,35.7022108349402,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,JPM,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,9.75398614966091,36.6276326513104,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,AMGN,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-19.2745946899326,7.5990518117169,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,STZ,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-46.6930743271689,-19.8194278255194,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,PYPL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,-27.4220335984237,-0.548387096774199,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,AAPL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,10.7933169890005,37.66696349065,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,GOOGL,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,70.9959715650129,97.8696180666624,26.8736465016495
Tommy Tuberville,T000278,2025-05-15,2025-04-15,CSX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-16,Stock,,7.14069041591322,34.0143369175627,26.8736465016495
John Boozman,B001236,2025-05-14,2025-04-22,CRM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-21.7003742617063,7.74066313324296,29.4410373949493
John Boozman,B001236,2025-05-14,2025-04-16,LRCX,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,116.698113047505,146.423088731962,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-16,AMAT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,57.8501021069899,87.5750777914465,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-16,GILD,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-14.9271114586748,14.7978642257819,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-15,BAC,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,18.2698123032992,45.1434588049487,26.8736465016495
John Boozman,B001236,2025-05-14,2025-04-09,SHY,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-25.2610560493329,0.339024094926748,25.6000801442597
John Boozman,B001236,2025-05-14,2025-04-08,JPM,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,9.6226346391029,46.8713976114723,37.2487629723694
John Boozman,B001236,2025-05-14,2025-04-08,IVW,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,10.2801666322594,47.5289296046288,37.2487629723694
John Boozman,B001236,2025-05-14,2025-04-22,MSFT,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,1.01259108768523,30.4536284826345,29.4410373949493
John Boozman,B001236,2025-05-14,2025-04-16,UNH,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-71.2947828771273,-41.5698071926706,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-16,MSFT,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-0.952875902427138,28.7720997820295,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-16,ORCL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,16.6760724043226,46.4010480887793,29.7249756844567
John Boozman,B001236,2025-05-14,2025-04-15,META,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-3.3443475294145,23.529298972235,26.8736465016495
John Boozman,B001236,2025-05-14,2025-04-09,HYG,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-22.0130397739845,3.58704037027512,25.6000801442597
John Boozman,B001236,2025-05-14,2025-04-08,AVGO,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,93.431234464021,130.67999743639,37.2487629723694
John Boozman,B001236,2025-05-14,2025-04-08,FTGC,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-15,Stock,,-21.1378924656565,16.1108705067129,37.2487629723694
Ashley B. Moody,M001244,2025-05-13,2025-04-04,JPM,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-14,Stock,,16.8140598662662,51.4742248430664,34.6601649768001
Ashley B. Moody,M001244,2025-05-13,2025-04-04,HWM,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-14,Stock,,41.8821656561563,76.5423306329565,34.6601649768001
Ashley B. Moody,M001244,2025-05-13,2025-04-04,ARCC,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-14,Stock,,-30.2535550619278,4.40660991487232,34.6601649768001
Ashley B. Moody,M001244,2025-05-13,2025-04-04,ET,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-14,Stock,,-32.1849174520477,2.47524752475247,34.6601649768001
Sheldon Whitehouse,W000802,2025-05-13,2025-04-29,EL,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-05-13,Stock,,51.6550155609874,74.6937405604967,23.0387249995093
Sheldon Whitehouse,W000802,2025-05-13,2025-04-14,SBUX,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-05-13,Stock,,-26.6814820340128,-0.163761843490467,26.5177201905223
Sheldon Whitehouse,W000802,2025-05-13,2025-04-14,AAPL,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-05-13,Stock,,10.89093080691,37.4086509974323,26.5177201905223
Sheldon Whitehouse,W000802,2025-05-13,2025-04-14,NVDA,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-05-13,Stock,,31.5709800172277,58.08870020775,26.5177201905223
Sheldon Whitehouse,W000802,2025-05-13,2025-04-11,SBUX,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-05-13,Stock,,-27.8828601049118,-0.0936439189980247,27.7892161859138
Sheldon Whitehouse,W000802,2025-05-13,2025-04-11,SBUX,SELL,"$1,001 - $15,000",Senate,1001.0,D,2025-05-13,Stock,,-27.8828601049118,-0.0936439189980247,27.7892161859138
Sheldon Whitehouse,W000802,2025-05-13,2025-04-03,HON,SELL,"$15,001 - $50,000",Senate,15001.0,D,2025-05-13,Stock,,-33.1552678501464,-6.2995935746081,26.8556742755383
Markwayne Mullin,M001190,2025-05-12,2025-04-08,TXN,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,-14.3667685884231,22.8819943839463,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,COP,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,-21.6668612060979,15.5819017662715,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,LRCX,SELL,"$50,001 - $100,000",Senate,50001.0,R,2025-05-13,Stock,,129.174473542153,166.423236514523,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,CVX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,-27.7110429694482,9.5377200029212,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,AMAT,SELL,"$50,001 - $100,000",Senate,50001.0,R,2025-05-13,Stock,,63.7515472013278,101.000310173697,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,ADBE,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,-32.4164100311929,4.83235294117647,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,VLO,SELL,"$50,001 - $100,000",Senate,50001.0,R,2025-05-13,Stock,,22.762646040751,60.0114090131204,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,TMO,SELL,"$50,001 - $100,000",Senate,50001.0,R,2025-05-13,Stock,,-0.76740073440704,36.4813622379624,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,ZTS,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,-55.0799380987457,-17.8311751263763,37.2487629723694
Markwayne Mullin,M001190,2025-05-12,2025-04-08,CSX,SELL,"$15,001 - $50,000",Senate,15001.0,R,2025-05-13,Stock,,2.8411583464766,40.089921318846,37.2487629723694
Shelley Moore Capito,C001047,2025-05-07,2025-04-29,GOOGL,BUY,"$1,001 - $15,000",Senate,1001.0,R,2025-05-07,Stock,,70.0744118636276,93.1131368631369,23.0387249995093
Shelley Moore Capito,C001047,2025-05-07,2025-04-11,TGT,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-07,Stock,,-23.143818470889,4.64539771502479,27.7892161859138
Shelley Moore Capito,C001047,2025-05-07,2025-04-10,NKE,SELL,"$1,001 - $15,000",Senate,1001.0,R,2025-05-07,Stock,,-6.01409377280348,24.0257352941176,30.0398290669211
David H. McCormick,M001243,2025-04-30,2025-04-09,BITB,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-01,Stock,,-16.0624433338956,9.53763681036407,25.6000801442597
David H. McCormick,M001243,2025-04-30,2025-04-07,BITB,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-01,Stock,,-19.6509279535538,15.5786000471365,35.2295280006903
David H. McCormick,M001243,2025-04-30,2025-04-03,BITB,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-01,Stock,,-16.8758581732732,9.97981610226507,26.8556742755383
David H. McCormick,M001243,2025-04-30,2025-04-02,BITB,BUY,"$15,001 - $50,000",Senate,15001.0,R,2025-05-01,Stock,,-17.192218767107,3.61293048806254,20.8051492551695
